WAFER_ID,TIME,STAGE,MRR
1316253804,486202731.7,A,70.40445
1316253858,486205647.3,A,69.8547
1306253582,486206708.7,A,74.0073
1314253628,486209105.7,A,74.2179
1314253608,486209294.7,A,74.47875
1288253502,486209858.3,A,71.34
1288253490,486210045.7,A,69.8931
1314253596,486210232.3,A,70.60155
1288253454,486210422.7,A,69.69645
1288253458,486211206.3,A,74.07225
1328253862,486211396.7,A,71.7375
1288253462,486211585.3,A,69.71775
1288253478,486216529,A,76.9575
1288253470,486216720.3,A,71.63085
1286253650,486216908,A,71.8617
1314253592,486222116,A,71.70675
1288253494,486222307,A,66.22995
1288253466,486222496,A,66.9333
1286253654,486223057,A,70.1898
1288253644,486223246,A,67.95825
1314253604,486241396.7,A,72.93855
1286253740,486241584.7,A,69.66795
1286253720,486243456.7,A,72.1785
1286253728,486243644.7,A,70.9719
1286253712,486248775,A,76.1487
1292253612,486248966,A,76.0131
1292253608,486249154.3,A,74.37945
1314253576,486263941.3,A,78.6927
1286253732,486264123.3,A,77.313
1292253514,486265703,A,75.5943
1290253662,486265889.3,A,75.7974
1286253752,486288440,A,72.58965
1292253518,486288625,A,75.4989
1292253510,486288814,A,74.1255
1292253526,486294690,A,83.08275
1290253650,486302838,A,81.47955
1290253744,486359906.7,A,78.55035
1296253608,486380374.7,A,81.66405
3625681206,486381374.7,A,71.0001
3625681202,486381553.7,A,71.34075
1290253654,486382420,A,79.8246
1290253716,486382763.7,A,75.14385
1296253558,486397100,A,77.34555
1288253648,486397286.7,A,75.90975
1296253538,486400868.3,A,81.09105
1296253550,486401054.3,A,77.87115
1294253602,486401422,A,75.89625
1292253534,486415493,A,77.997
1296253518,486415682.3,A,79.37745
1294253780,486416062.3,A,74.94945
1290253756,486418366.3,A,79.75065
1290253728,486418553.3,A,75.29565
1290253732,486420499.7,A,73.5222
1294253804,486420673,A,70.8963
3623681188,486420859,A,67.6179
1294253610,486423009.7,A,77.1717
1296253506,486423202.3,A,75.6678
1294253796,486426208.7,A,76.905
1300253620,486426398.3,A,73.72125
3625681348,486459746,A,68.4021
3625681344,486464216,A,74.68875
3625681392,486464408.7,A,72.6528
3625681404,486468658.7,A,74.6391
3623681184,486468858.7,A,70.4646
3623681090,486470422.7,A,73.2582
1314253822,486472198.7,A,80.0472
3625681388,486472384.7,A,71.4438
3623681122,486474013.7,A,68.32215
3623681094,486474197.7,A,68.3328
3623681102,486499047.3,A,70.9332
3623681204,486499248.7,A,66.20385
3623681098,486499851,A,68.5437
1296253510,486500351.7,A,77.59695
3625681356,486500524.3,A,67.2228
3623681110,486500721.3,A,66.10965
3623681134,486501737.3,A,65.3415
1294253808,486505239,A,78.34545
3623681106,486507660,A,67.6572
1314253568,486507856,A,71.32785
3623681118,486509302,A,61.98
3623681126,486509519.7,A,60.5481
1300253526,486538359.7,A,76.26435
1300253518,486538551.7,A,73.0692
1310253780,486538738.7,A,73.2867
1300253600,486541974.3,A,73.5165
1300253506,486542166.7,A,71.74995
1314253794,486542355.3,A,72.7047
-1690100610,486558644.7,A,74.38995
3623681114,486561305.7,A,71.65575
3621681198,486561886.7,A,68.7366
3621681344,486566930,A,64.47015
1270253716,486738799.3,A,73.39185
1270253720,486743790.3,A,76.25595
1270253696,486747401.7,A,74.42475
1272253470,486758951.7,A,78.29085
1272253486,486759119.7,A,74.6979
1270253728,486770896,A,80.5053
1276253688,486794624.3,A,81.8163
3621681356,486839995.7,A,74.34285
1276253502,486855366,A,78.8184
1276253498,486872901,A,78.42765
37494386,486913466,A,75.91605
37494428,486913655,A,76.7448
37494400,486915122,A,75.13665
37494408,486915311,A,73.31025
37494440,486934563.3,A,76.8978
37494374,486934755.3,A,72.7815
37494432,486936181.3,A,73.3692
39494388,486938470.3,A,71.3997
39494368,486938661.3,A,69.88185
39494380,486942084.3,A,75.64485
37494420,486944770.3,A,76.55505
39494376,486944962.3,A,73.35615
37494424,486956281.3,A,77.3532
37494444,486957141.3,A,77.51025
39494162,486971146,A,80.87775
39494170,486972030,A,79.3761
41494394,486995597.7,A,77.26905
41494382,487018172,A,77.4405
2655292684,487019828.3,A,76.8294
41494428,487027684.3,A,73.0863
-1696100360,487029236.3,A,76.45965
2655292676,487060592.3,A,77.9922
43494396,487062570.3,A,74.895
41494452,487062756.7,A,74.2878
-3780722714,487062945.3,A,72.97155
41494448,487063132.3,A,72.5799
43494178,487063320.3,A,73.3785
-3780722694,487082109.3,A,80.22075
43494166,487082494.3,A,77.00475
43494194,487082872,A,75.6015
43494170,487091079.3,A,77.0565
29494112,487091269.3,A,73.84995
29494108,487091457.3,A,74.1564
43494154,487092096.3,A,76.8822
29494096,487104991.3,A,74.44695
29494116,487105180.3,A,75.30645
29494128,487105367,A,74.92635
43494198,487105552.3,A,77.7087
2657292942,487105824.3,A,76.1862
29494136,487109957.7,A,75.8166
43494206,487110146.7,A,74.8647
29494170,487110334.7,A,74.8374
43494368,487110522.7,A,75.34065
2657292958,487124951.7,A,77.0346
2657292950,487125142,A,73.98945
31494172,487136433.7,A,81.38565
2657292900,487138517.7,A,80.43405
29494162,487140242.7,A,77.14635
29494154,487208330.3,A,75.9921
31494374,487209615.3,A,76.6848
33494140,487209805.3,A,75.85785
31494168,487209991.3,A,75.1479
31494370,487210176.3,A,74.36985
31494362,487210364.3,A,73.8966
31494378,487210552.7,A,73.24275
33494116,487213855.3,A,74.0394
33494084,487215665.3,A,69.91755
33494174,487216052,A,70.7889
31494354,487216235.3,A,72.08775
33494120,487218948.3,A,74.68125
33494166,487263292,A,73.33245
33494136,487263483.3,A,72.76305
35494392,487263665.3,A,74.4534
31494350,487266228.3,A,73.61865
35494162,487266405.3,A,74.6139
